2023 Q3,Stocks,,,,,,,,,,"TPH","ALSN.SW","7605.T","UPONOR.HE","ZZ-B.ST","4433.T","WGO","ALFPC.PA","MBUU","NVR","FBF.V","UKW.L","CATG.PA","LTHM.L","MED","9381.T","TBL.TO","KWS.L","LITE","WATR.L","G5EN.ST","4686.T","TNET","OGUN-B.ST",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,5%,4%,2%,3%,6%,3%,5%,3%,7%,2%,8%,4%,8%,3%,5%,5%,3%,2%,5%,3%,4%,3%,3%,
,Quarter return,-4.98%,13%,1.14,-3.09%,-8.30%,-3.74%,-4.16%,-4.71%,-4.54%,-15.00%,19.62%,27.30%,0.03%,-15.00%,-9.08%,-10.52%,-12.95%,-15.00%,-5.64%,-15.00%,-1.67%,-13.96%,-8.16%,-15.00%,-5.04%,16.47%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,23.44%,-15.00%,,-3.36%,
2023 Q4,Stocks,,,,,,,,,,"ALSN.SW","7605.T","TBL.TO","TNET","UKW.L","CATG.PA","WGO","4433.T","MCFT","MED","LTHM.L","ALFPC.PA","MBUU","9381.T","KWS.L","WATR.L","G5EN.ST","NVR","4686.T","THO","OGUN-B.ST","2154.T","PAYS","DIOD",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,4%,4%,5%,6%,4%,4%,6%,2%,3%,6%,6%,4%,6%,2%,5%,4%,4%,3%,4%,3%,5%,3%,4%,
,Quarter return,4.01%,17%,1.19,-3.63%,3.80%,6.88%,2.76%,4.01%,4.37%,9.36%,-15.00%,1.04%,2.31%,9.18%,-3.80%,22.58%,-15.00%,1.80%,-15.00%,-15.00%,-15.00%,11.83%,-1.13%,-15.00%,23.66%,-0.60%,18.35%,9.28%,25.18%,22.02%,29.47%,45.83%,-15.00%,,11.21%,
2024 Q1,Stocks,,,,,,,,,,"ALSN.SW","TBL.TO","TNET","UKW.L","WGO","MCFT","MBUU","9381.T","WATR.L","NVR","4686.T","THO","OGUN-B.ST","2154.T","PAYS","HLAG.DE","MED","6626.T","6284.T","9467.T","SF.ST","G5EN.ST","LTHM.L","PREV-B.ST",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,3%,6%,7%,4%,4%,3%,7%,4%,5%,4%,4%,3%,5%,3%,2%,3%,4%,5%,4%,2%,5%,4%,3%,
,Quarter return,-1.40%,14%,1.11,-0.71%,-3.20%,0.74%,-1.37%,-2.38%,-1.64%,-6.68%,12.54%,12.28%,-15.00%,2.94%,4.77%,-15.00%,6.08%,-15.00%,17.37%,-15.00%,0.80%,17.66%,-15.00%,31.18%,-15.00%,-15.00%,-7.61%,21.59%,-15.00%,-15.00%,-15.00%,-6.66%,2.59%,,11.20%,
2024 Q2,Stocks,,,,,,,,,,"TBL.TO","TNET","WGO","MCFT","9381.T","NVR","THO","OGUN-B.ST","PAYS","6284.T","LTHM.L","PREV-B.ST","HLAG.DE","MBUU","MED","6626.T","9467.T","HP3A.DE","4686.T","6199.T","2150.T","2130.T","DHI","WSM",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,5%,4%,3%,6%,5%,3%,5%,2%,5%,12%,4%,2%,2%,2%,7%,3%,4%,4%,5%,2%,2%,4%,3%,
,Quarter return,0.18%,13%,1.17,1.42%,-2.62%,1.95%,-0.92%,0.84%,-0.35%,25.54%,-15.00%,-15.00%,-15.00%,2.91%,-6.29%,-15.00%,-5.96%,15.24%,5.28%,10.72%,12.66%,18.46%,-15.00%,-15.00%,19.85%,-0.05%,-3.21%,12.33%,-15.00%,-15.00%,0.97%,-15.00%,-10.48%,,4.42%,
2024 Q3,Stocks,,,,,,,,,,"TBL.TO","9381.T","PAYS","6284.T","LTHM.L","PREV-B.ST","HLAG.DE","6626.T","9467.T","HP3A.DE","4686.T","2130.T","WSM","MCFT","MED","3371.T","MBUU","WGO","EVO.ST","2150.T","7595.T","3762.T","6199.T","DHI",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,2%,7%,2%,5%,12%,3%,2%,3%,4%,3%,5%,4%,3%,4%,2%,6%,3%,4%,5%,3%,5%,4%,5%,4%,
,Quarter return,-2.77%,14%,1.07,-4.29%,-6.21%,-3.74%,-3.63%,-2.37%,-1.79%,-4.84%,-6.75%,-15.00%,-15.00%,9.68%,-3.56%,-15.00%,-15.00%,-15.00%,-15.00%,16.40%,-15.00%,10.24%,-3.50%,-15.00%,-15.00%,9.97%,7.71%,-9.46%,-15.00%,-15.00%,20.99%,-15.00%,34.97%,,5.59%,
2024 Q4,Stocks,,,,,,,,,,"TBL.TO","LTHM.L","4686.T","WSM","MBUU","3762.T","DHI","MED","HLAG.DE","3371.T","2154.T","EVO.ST","HP3A.DE","WGO","6284.T","FBF.V","2150.T","7595.T","3679.T","6199.T","PREV-B.ST","1879.T","AJ91.DE","9381.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,7%,5%,3%,3%,5%,5%,4%,4%,4%,3%,7%,4%,4%,4%,5%,3%,4%,3%,3%,5%,3%,5%,5%,
,Quarter return,-6.26%,10%,1.00,-6.74%,-7.39%,-6.42%,-4.71%,-6.26%,-8.33%,3.67%,-15.00%,-1.40%,-15.00%,-2.69%,1.11%,-15.00%,-7.65%,-15.00%,24.12%,-15.00%,-15.00%,10.88%,-15.00%,6.90%,-15.00%,-11.13%,-3.57%,-15.00%,-15.00%,-15.00%,-0.74%,1.04%,1.64%,,2.87%,
2025 Q1,Stocks,,,,,,,,,,"TBL.TO","4686.T","3371.T","HP3A.DE","6284.T","1879.T","AJ91.DE","MED","STRL","HLAG.DE","2154.T","EVO.ST","7605.T","MOUR.BR","6196.T","FBF.V","2150.T","ULTP.L","PREV-B.ST","9381.T","3762.T","KNOS.L","3922.T","PAYS",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,7%,4%,3%,5%,6%,4%,3%,3%,2%,6%,3%,4%,4%,3%,2%,4%,4%,3%,9%,4%,3%,5%,3%,
,Quarter return,-1.89%,14%,0.95,-2.64%,-6.45%,-0.46%,-0.41%,-1.77%,-2.22%,-0.59%,-3.97%,-14.03%,1.87%,-1.53%,0.78%,17.07%,-15.00%,-15.00%,-15.00%,6.15%,-12.35%,0.92%,-2.59%,-15.00%,-15.00%,25.00%,-15.00%,-15.00%,-0.81%,-15.00%,-15.00%,39.04%,-15.00%,,-4.87%,
2025 Q2,Stocks,,,,,,,,,,"HP3A.DE","1879.T","AJ91.DE","2154.T","2150.T","3922.T","STRL","ULTP.L","FBF.V","6196.T","EVO.ST","FIX","3762.T","KNOS.L","9381.T","NSSC","ZZ-B.ST","4686.T","6777.T","WATR.L","MYCR.ST","BOUV.OL","OLY.TO","TPS.MI",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,6%,3%,7%,3%,3%,2%,2%,3%,3%,5%,2%,5%,3%,9%,2%,3%,6%,3%,5%,4%,5%,6%,5%,
,Current return,17.42%,39%,0.89,23.12%,17.87%,11.13%,21.70%,16.87%,17.30%,-13.65%,19.47%,21.24%,1.42%,60.94%,13.32%,148%,-15.00%,8.11%,40.99%,14.39%,115%,6.43%,0.96%,16.31%,30.13%,40.13%,33.14%,57.97%,-8.24%,-15.00%,-1.74%,26.27%,-10.19%,,15.69%,

url parameters
,query,Name of a saved query. Parameter value must be URL encoded.
,ownerEarnings,The user id of the account that owns the query.
url:,"https://www.unclestock.com/backtest-result?user=5463792491167744&query=Moat+Companies&owner=5463792491167744"
